premise,date,treatment,kwh,gp_1,gp_2,gp_3,gp_4,tempf
3,08/16/2023,1,.8527445,.8502938,.9063882,.8209041,.9155028,65.59721
3,08/17/2023,1,.8130727,.8213699,.8831297,.7988998,.8505286,64.418
3,08/18/2023,1,.7804307,.8263245,.8412604,.7639393,.8211533,65.43671
3,08/19/2023,1,.9601238,.8148833,.8697798,.7923558,.8389719,63.70357
3,08/20/2023,1,.9754663,.8893562,.9210755,.8585191,.9610835,67.1315
3,08/21/2023,1,.9213025,.8349497,.865792,.8300269,.8639102,66.65022
3,08/22/2023,1,.8859332,.809095,.869011,.8073052,.9072716,67.2035
3,08/23/2023,1,.9501957,.8683537,.9167818,.8861445,.9718512,68.73886
3,08/24/2023,1,.966084,.8461802,.8903668,.8428878,.9386981,66.82229
3,08/25/2023,1,.7824085,.7969401,.8083137,.7871093,.8545442,64.22172
3,08/26/2023,1,.8336605,.824487,.8316409,.7841989,.851112,62.37607
3,08/27/2023,1,.9149655,.8620643,.8712365,.7891417,.8515359,63.57564
3,08/28/2023,1,.9062832,.8235294,.8608863,.8054214,.8939973,64.47607
3,08/29/2023,1,.901488,.8134447,.8351164,.7651069,.8605959,65.26529
3,08/30/2023,1,.8762983,.8618857,.9064158,.8282663,.9297228,68.657
3,08/31/2023,1,.8936155,.8184451,.850755,.773644,.8428323,62.79843
3,09/01/2023,1,.8739971,.8278845,.8262227,.7697908,.8322649,62.86121
3,09/02/2023,1,.9241464,.8209392,.8369426,.755104,.7943268,65.33429
3,09/03/2023,1,.8320994,.8450219,.8308047,.7696134,.8085556,64.90485
3,09/04/2023,1,.8766203,.8766763,.8662635,.8087682,.8830846,63.07186
3,09/05/2023,1,.8340917,.8007855,.8262125,.767992,.8499703,61.27743
3,09/06/2023,1,.8169342,.7817111,.8164616,.7457397,.8489487,62.15215
3,09/07/2023,1,.8741652,.8036163,.8117476,.7533545,.8075777,61.82407
3,09/08/2023,1,.8494414,.8007397,.8137364,.759582,.8326976,61.71607
3,09/09/2023,1,.8495331,.8764062,.8377147,.7700258,.8385765,61.65414
3,09/10/2023,1,.9698042,.867146,.8828099,.7881033,.8708738,61.4075
3,09/11/2023,1,.8864679,.8317956,.8244954,.7653168,.8428072,61.73043
3,09/12/2023,1,.7892944,.8021064,.8049842,.7557401,.8260505,61.91986
3,09/13/2023,1,.8133813,.8222556,.8114139,.7502375,.8161901,61.034
3,09/14/2023,1,.7944645,.8124041,.8104009,.7361046,.8174207,62.17379
3,09/15/2023,1,.8104764,.8087207,.8109277,.7464406,.8227661,62.30857
3,09/16/2023,1,.8485086,.8502615,.8219901,.7539459,.8046713,62.87643
3,09/17/2023,1,.8878677,.8717809,.8501202,.7938807,.8586349,63.61293
3,09/18/2023,1,.7749236,.810468,.8049345,.7630432,.8373777,63.42007
3,09/19/2023,1,.7556825,.8184851,.8171656,.7579938,.8106931,62.00257
3,09/20/2023,1,.919648,.8176938,.8215277,.7719414,.8156278,60.93307
3,09/21/2023,1,.847138,.8070626,.8018459,.7614732,.7845042,61.18164
3,09/22/2023,1,.9077167,.8037536,.8023892,.7510729,.8005962,59.71722
3,09/23/2023,1,.8006363,.8398278,.8094919,.7730177,.8085849,59.32443
3,09/24/2023,1,.8934332,.8656601,.8355513,.7959433,.8406909,60.47879
3,09/25/2023,1,.8540345,.8050397,.8002955,.7664193,.810506,63.80471
3,09/26/2023,1,.8177956,.7894161,.7980513,.7687055,.7909152,64.41479
3,09/27/2023,1,.8059242,.7792876,.7772571,.7443022,.8129783,63.28228
3,09/28/2023,1,.8392594,.7973004,.794149,.7600393,.8209262,62.10778
3,09/29/2023,1,.7537975,.7830459,.7862293,.7519541,.8216345,60.66586
3,09/30/2023,1,.8568469,.8024781,.8060737,.7658381,.8028711,59.51343
4,09/30/2021,0,.3185847,.3076307,.2970132,.3141139,.3261819,66.584
4,10/01/2021,0,.3430553,.3122089,.3001364,.3273107,.329358,66.956
4,10/02/2021,0,.331884,.3329794,.3140907,.3332081,.3293767,66.6434
4,10/03/2021,0,.311597,.3530983,.3298073,.3540241,.3334563,68.3651
4,10/04/2021,0,.3025918,.3212452,.3221008,.3448976,.339983,66.3128
4,10/05/2021,0,.3128013,.3051133,.3019302,.3127344,.3137116,60.3593
4,10/06/2021,0,.3231223,.3034396,.2967696,.3186568,.3073186,59.8052
4,10/07/2021,0,.3054515,.3113199,.301393,.3158012,.322887,58.2743
4,10/08/2021,0,.3230082,.3026008,.3039221,.3044697,.3157273,58.5683
4,10/09/2021,0,.3128659,.3199759,.2953857,.3132862,.3092018,61.0631
4,10/10/2021,0,.3236022,.3353379,.3091501,.3094211,.3117568,60.1718
4,10/11/2021,0,.3247418,.3181969,.3144886,.319485,.3095852,58.9943
4,10/12/2021,0,.295509,.3013642,.3142304,.3106158,.3224977,59.4227
4,10/13/2021,0,.333002,.3230315,.3132515,.3167295,.3240376,55.553
4,10/14/2021,0,.304573,.3107312,.307992,.3015257,.3220893,59.9021
4,10/15/2021,0,.3110193,.2922128,.2984338,.3080779,.3218814,63.1943
4,10/16/2021,0,.3043087,.3087448,.3069322,.3113646,.3094783,64.7156
4,10/17/2021,0,.3142727,.3544299,.3184891,.3180433,.3235593,57.9677
4,10/18/2021,0,.3162415,.3188222,.322285,.3263132,.3208264,55.6862
4,10/19/2021,0,.3275068,.3146228,.3287792,.3197836,.328221,56.5487
4,10/20/2021,0,.3295092,.3281575,.3283767,.3257183,.3197663,60.6092
4,10/21/2021,0,.2932163,.314051,.3116078,.3175948,.3122923,64.8479
4,10/22/2021,0,.2933283,.3105248,.3057878,.3079599,.315093,60.4451
4,10/23/2021,0,.3054887,.3236329,.3212692,.3115188,.3178538,59.6981
4,10/24/2021,0,.3162507,.385217,.35,.3531342,.331358,61.0193
4,10/25/2021,0,.3022292,.3301179,.3212073,.328132,.3181105,58.5818
4,10/26/2021,0,.3117888,.3145274,.3239044,.3230325,.3169197,58.6514
4,10/27/2021,0,.3240975,.304664,.3131818,.3101608,.3056116,62.2583
4,10/28/2021,0,.3118715,.3097383,.3087175,.3192957,.3153032,64.8044
4,10/29/2021,0,.2995715,.3051089,.3088015,.3037409,.3186507,62.2409
4,10/30/2021,0,.3273018,.3298801,.3108557,.3125772,.3226401,58.9238
4,10/31/2021,0,.3218243,.3548878,.3243503,.3279194,.3242978,58.7564
4,11/01/2021,0,.3177323,.3318614,.3294759,.3357746,.3424973,60.4916
4,11/02/2021,0,.317229,.3198738,.3146298,.3188868,.3263479,61.895
4,11/03/2021,0,.3190718,.315504,.3098803,.3205984,.3108741,60.9977
4,11/04/2021,0,.3223038,.3081181,.32019,.318546,.3193394,61.1342
4,11/05/2021,0,.339066,.3212931,.3264028,.3212645,.3127421,56.9024
4,11/06/2021,0,.295863,.3408163,.3319481,.327271,.3303006,57.668
4,11/07/2021,0,.3484319,.376205,.3493808,.3402944,.3348856,55.4126
4,11/08/2021,0,.3375328,.3726946,.3556303,.3513943,.3464589,55.0412
4,11/09/2021,0,.3419285,.3480696,.3501613,.3458299,.3461877,59.0285
4,11/10/2021,0,.3345883,.316001,.3197754,.3218275,.3193345,60.0917
4,11/11/2021,0,.3145732,.3297244,.3199194,.3362878,.3336438,60.938
4,11/12/2021,0,.315354,.3119716,.3121237,.3223737,.320552,61.5353
4,11/13/2021,0,.3205328,.3273662,.3211401,.3284469,.3214868,60.7391
4,11/14/2021,0,.310962,.3527474,.3285682,.344917,.3314797,59.7695
4,11/15/2021,0,.3362588,.3335072,.3365417,.3460631,.3527764,56.6489
4,11/16/2021,0,.332451,.3319021,.3318828,.3322828,.3288011,57.2477
4,11/17/2021,0,.3367212,.3345398,.3263277,.3385767,.3316399,56.6855
4,11/18/2021,0,.3488918,.3373074,.3485887,.3427222,.3305624,54.5879
4,11/19/2021,0,.3467105,.3269066,.3362456,.3463956,.3405509,57.1454
4,11/20/2021,0,.3353308,.3337787,.335694,.3315119,.3238504,57.8006
4,11/21/2021,0,.357702,.3879308,.3444586,.3467323,.3276494,57.9131
4,11/22/2021,0,.3661662,.3376726,.3372556,.3329023,.3440969,56.4371
4,11/23/2021,0,.381671,.3471929,.3472683,.3469124,.3324428,54.626
4,11/24/2021,0,.4451925,.3674638,.3501489,.3566793,.3479823,54.6122
4,11/25/2021,0,.4544293,.395557,.3789414,.3636726,.3611982,54.1925
4,11/26/2021,0,.376588,.3511547,.3431074,.3472722,.3209488,54.6695
4,11/27/2021,0,.3822065,.3506028,.3371299,.336833,.3147528,56.4698
4,11/28/2021,0,.3817628,.3767639,.3522691,.3454867,.3338158,57.4262
4,11/29/2021,0,.3347298,.3520475,.3367859,.3414357,.3423774,56.4005
4,11/30/2021,0,.33802,.3382006,.3318438,.3435322,.341257,56.8643
4,12/01/2021,0,.3393685,.3426004,.3413505,.3453472,.3280888,58.3826
4,12/02/2021,0,.3631475,.3358108,.3318935,.3552836,.337894,54.4802
4,12/03/2021,0,.4080697,.3598389,.3581353,.3547992,.3475528,54.002
4,12/04/2021,0,.4014652,.380605,.3535717,.365708,.3536976,53.7227
4,12/05/2021,0,.4151558,.3972342,.3803642,.3732373,.358997,52.0277
4,12/06/2021,0,.3824522,.3968998,.3984031,.3879918,.3827299,51.6101
4,12/07/2021,0,.3481673,.3611836,.3549694,.370671,.3583661,53.9447
4,12/08/2021,0,.409622,.3796818,.3691616,.383807,.3719398,53.2946
4,12/09/2021,0,.4062017,.3829809,.3763949,.3709049,.3691922,52.1312
4,12/10/2021,0,.4386837,.3929921,.3928793,.3808785,.384975,48.0317
4,12/11/2021,0,.468112,.4295816,.4120112,.3956296,.3884825,46.9424
4,12/12/2021,0,.4231582,.4709983,.4523059,.4368339,.4213534,51.0056
4,12/13/2021,0,.3943495,.4328413,.4238818,.4252437,.420599,52.6328
4,12/14/2021,0,.4590083,.4329799,.4346717,.4311903,.4224053,46.3814
4,12/15/2021,0,.4499672,.4394358,.4528241,.4384634,.4314636,48.521
4,12/16/2021,0,.4051192,.417819,.4034345,.411717,.3950498,50.852
4,12/17/2021,0,.4267722,.4243532,.4221589,.4130844,.4056087,46.3556
4,12/18/2021,0,.4883287,.4561796,.4561737,.4356275,.4196046,44.2181
4,12/19/2021,0,.5429548,.48818,.4754769,.4430303,.4352075,43.6193
4,12/20/2021,0,.470584,.4424726,.4594896,.4331898,.4265743,47.3345
4,12/21/2021,0,.4771397,.4476447,.4588754,.4316371,.4303234,46.532
4,12/22/2021,0,.4431982,.4452254,.4490448,.4187276,.4249119,49.82
4,12/23/2021,0,.4514552,.4090369,.4141354,.399697,.4066096,54.761
4,12/24/2021,0,.445637,.4320524,.4302675,.3874322,.4295118,51.1049
4,12/25/2021,0,.493493,.447621,.4595339,.4096852,.4209509,49.7759
4,12/26/2021,0,.4939993,.4829481,.4715208,.4270281,.4203416,46.9694
4,12/27/2021,0,.499501,.4497323,.4682869,.4166355,.4383394,47.5742
4,12/28/2021,0,.5331472,.4741669,.482782,.4513912,.4330646,46.0859
4,12/29/2021,0,.4797013,.4585869,.4668463,.4415534,.4436343,47.5469
4,12/30/2021,0,.4540455,.4449811,.4386009,.4156134,.4181406,47.765
4,12/31/2021,0,.5165273,.4705353,.4720502,.4382545,.4208499,48.9818
4,01/01/2022,0,.4864218,.5054212,.4659528,.4503865,.4112952,44.0066
4,01/02/2022,0,.4590218,.4937242,.4703489,.4563391,.4200779,44.1167
4,01/03/2022,0,.5201063,.448546,.4666741,.4399248,.4495522,50.1197
4,01/04/2022,0,.4115215,.404556,.407391,.4046138,.3912224,52.5437
4,01/05/2022,0,.4059118,.399948,.3945817,.3968567,.3785999,53.4206
4,01/06/2022,0,.415013,.3868244,.3972463,.3891041,.3742771,52.9175
4,01/07/2022,0,.4325695,.3857482,.4092407,.4083125,.3767689,51.6434
4,01/08/2022,0,.4143128,.4335916,.4127822,.4035243,.3913751,49.4582
4,01/09/2022,0,.4292135,.4410319,.426716,.4237484,.4032348,48.8531
4,01/10/2022,0,.3834872,.3883701,.3880897,.3963762,.390062,52.3556
4,01/11/2022,0,.379006,.3742188,.3871827,.3881846,.3871202,51.9848
4,01/12/2022,0,.3562173,.379522,.3776293,.3828487,.3760083,52.3091
4,01/13/2022,0,.364416,.3930052,.3873864,.3874463,.3844825,51.7517
4,01/14/2022,0,.3804385,.3841812,.3965433,.3785363,.3712564,52.1771
4,01/15/2022,0,.3807933,.3960404,.3965617,.3773609,.3614039,53.8397
4,01/16/2022,0,.3820562,.4064544,.3773585,.365349,.3655159,54.7865
4,01/17/2022,0,.4082702,.3871661,.3844159,.3914849,.3733745,53.2841
4,01/18/2022,0,.3919712,.3905143,.3994951,.3879036,.375843,50.5505
4,01/19/2022,0,.393612,.3905124,.3855308,.3830877,.3691257,50.4377
4,01/20/2022,0,.3880217,.3884167,.3876786,.3779989,.3557119,50.4449
4,01/21/2022,0,.3871347,.384342,.3636509,.3648449,.3440829,55.5251
4,01/22/2022,0,.3662602,.3737234,.3615744,.3633685,.3398447,56.1464
4,01/23/2022,0,.3801667,.39081,.3881128,.3780849,.352621,50.9339
4,01/24/2022,0,.3891192,.3863023,.3962511,.3898081,.3596933,49.5878
4,01/25/2022,0,.3983477,.3796448,.3903902,.3953516,.3664276,49.0139
4,01/26/2022,0,.3876892,.3789988,.3736791,.3870494,.3682958,49.586
4,01/27/2022,0,.4076338,.3798682,.3700933,.3742616,.361643,50.9195
4,01/28/2022,0,.3856455,.3739214,.3708242,.37894,.3572951,51.9248
4,01/29/2022,0,.3564563,.4038798,.3734208,.3636119,.346802,50.9504
4,01/30/2022,0,.404371,.412801,.390227,.3950346,.3580801,49.1351
4,01/31/2022,0,.3876137,.3826218,.3860703,.3994363,.3661901,49.8452
4,02/01/2022,0,.3571635,.3881848,.3838013,.3947102,.3559072,51.7196
4,02/02/2022,0,.3678123,.3797144,.3675491,.3699476,.3649783,53.7242
4,02/03/2022,0,.3440287,.3797079,.3721845,.3793949,.3665107,49.9295
4,02/04/2022,0,.3626245,.3619946,.3770871,.3689559,.3575203,50.576
4,02/05/2022,0,.3613132,.3879463,.37537,.3786262,.3548578,50.6738
4,02/06/2022,0,.3501403,.3925968,.3727534,.3743392,.3511578,50.9462
4,02/07/2022,0,.3520907,.3559202,.3779637,.3641577,.3451769,51.5657
4,02/08/2022,0,.3390478,.3576171,.3572153,.3643479,.3403835,54.5081
4,02/09/2022,0,.3501848,.3439469,.3425446,.3392442,.3321831,59.3606
4,02/10/2022,0,.3338855,.3273116,.3235649,.3345613,.328328,62.3657
4,02/11/2022,0,.3284088,.3203283,.3263361,.3151484,.3052907,60.1613
4,02/12/2022,0,.3387227,.3307468,.3318235,.3278842,.3169483,60.1694
4,02/13/2022,0,.3399527,.3639474,.3358045,.3352633,.3142095,57.5546
4,02/14/2022,0,.3754557,.3597059,.3645808,.3592345,.3420993,51.788
4,02/15/2022,0,.3535987,.3647428,.3734301,.3604753,.3460641,52.3838
4,02/16/2022,0,.3442453,.351508,.3556987,.3539909,.333205,56.6942
4,02/17/2022,0,.3320418,.3406606,.3246623,.3274988,.3285948,56.1752
4,02/18/2022,0,.3518534,.3351923,.3297403,.3251667,.3315502,52.9103
4,02/19/2022,0,.3455118,.3635627,.3364417,.3330108,.3286832,54.3875
4,02/20/2022,0,.3695932,.3807339,.3598659,.360581,.3376538,50.8331
4,02/21/2022,0,.4075447,.394611,.3808779,.3742707,.3648248,49.9829
4,02/22/2022,0,.3613223,.3968136,.3951809,.3816403,.3851469,46.7585
4,02/23/2022,0,.4068408,.4084936,.4104938,.4047872,.3755112,45.6116
4,02/24/2022,0,.4024385,.4070104,.3968827,.4012317,.3968587,45.5231
4,02/25/2022,0,.3930833,.3796754,.3918105,.3770643,.3755306,47.1011
4,02/26/2022,0,.4097868,.4237698,.4049597,.3873684,.3800314,49.3505
4,02/27/2022,0,.367587,.3785628,.3619273,.3614135,.3435526,54.6905
4,02/28/2022,0,.3162125,.3402957,.3346234,.3459086,.3390723,57.1802
4,03/01/2022,0,.3391912,.338356,.3201493,.3370503,.325371,57.0596
4,03/02/2022,0,.3184385,.3344704,.320258,.338454,.3275947,55.3919
4,03/03/2022,0,.3562428,.3468138,.3608886,.3568256,.3551174,52.8857
4,03/04/2022,0,.3380393,.3486592,.3615645,.3452684,.3606728,51.44
4,03/05/2022,0,.3664565,.4011202,.3677686,.3687342,.3636326,49.3442
4,03/06/2022,0,.389277,.4009903,.3845692,.360771,.3612731,49.1915
4,03/07/2022,0,.3381025,.3607394,.3520325,.3601037,.3563298,52.6784
4,03/08/2022,0,.3365765,.3420007,.3358208,.3384016,.3322071,55.7591
4,03/09/2022,0,.3487517,.3403938,.3323204,.3414427,.3311164,52.8509
4,03/10/2022,0,.3766537,.3433445,.3267248,.3335077,.3393066,54.5666
4,03/11/2022,0,.3344348,.332144,.3417155,.3367221,.332014,54.5126
4,03/12/2022,0,.3885703,.3537163,.3528739,.3545051,.3398213,51.5174
4,03/13/2022,0,.3840572,.3528683,.3552137,.3386058,.3364353,55.81165
4,03/14/2022,0,.398653,.3329173,.338771,.345746,.3328897,55.1006
4,03/15/2022,0,.3934268,.3198586,.3204897,.3318844,.3267072,58.2386
4,03/16/2022,0,.3579275,.3211408,.3203191,.3193716,.3210213,55.0958
4,03/17/2022,0,.35718,.3228683,.3218789,.3285462,.336028,54.0164
4,03/18/2022,0,.3214885,.3294851,.3251364,.3260298,.3267039,54.0842
4,03/19/2022,0,.3580918,.3678023,.3503566,.3541066,.3489468,53.1569
4,03/20/2022,0,.3676117,.371021,.3510907,.3421583,.3410033,53.5991
4,03/21/2022,0,.3539232,.3317793,.337066,.3352829,.3344223,56.5142
4,03/22/2022,0,.3440908,.3069696,.3187487,.3172245,.3267931,63.8507
4,03/23/2022,0,.3651085,.3157978,.3051535,.3225808,.318862,55.4042
4,03/24/2022,0,.3590652,.3332001,.3198295,.3215638,.3296638,53.3399
4,03/25/2022,0,.3790838,.322329,.3176931,.3192873,.3211645,53.2784
4,03/26/2022,0,.3794978,.3362835,.3147037,.321124,.3309352,55.1813
4,03/27/2022,0,.36574,.3527471,.3265269,.3339455,.3243675,56.1731
4,03/28/2022,0,.36633,.3251895,.3241508,.329682,.3371364,55.4492
4,03/29/2022,0,.3647933,.3276846,.3345147,.3293085,.3367696,53.5397
4,03/30/2022,0,.3363375,.3246104,.3344986,.3320402,.3378984,53.1194
4,03/31/2022,0,.3444628,.3145529,.3222187,.3134926,.3197452,53.72
4,04/01/2022,0,.3396475,.3020453,.3142596,.3179345,.3297109,54.986
4,04/02/2022,0,.3717078,.327841,.3136724,.3135046,.3109745,57.7712
4,04/03/2022,0,.3209107,.338901,.3181086,.3201017,.3275819,55.9223
4,04/04/2022,0,.3354945,.3166468,.3179642,.331609,.3315138,57.0221
4,04/05/2022,0,.330455,.3145452,.2947496,.3181364,.3171694,58.1732
4,04/06/2022,0,.3313607,.3085262,.3017633,.3165281,.3124115,65.0861
4,04/07/2022,0,.3202182,.3041379,.3018463,.3231527,.3173624,69.8261
4,04/08/2022,0,.3258133,.2977636,.3022548,.3186156,.3216926,63.3071
4,04/09/2022,0,.3065247,.3043838,.3010059,.3186967,.3212385,57.233
4,04/10/2022,0,.3367013,.3264496,.3271914,.3241553,.3157768,56.1932
4,04/11/2022,0,.3754092,.3385884,.3418847,.3516989,.3371824,51.3803
4,04/12/2022,0,.3630118,.3423518,.3521616,.3473279,.3446455,50.5889
4,04/13/2022,0,.3610093,.3349349,.3474688,.3413453,.3445224,51.6761
4,04/14/2022,0,.3224565,.3448383,.3630583,.3529317,.3426047,55.1876
4,04/15/2022,0,.3141952,.3185372,.3343192,.3288952,.3325657,54.7583
4,04/16/2022,0,.3085573,.3454953,.3360378,.3378189,.3412444,55.121
4,04/17/2022,0,.3385958,.3573657,.3416406,.3359429,.326073,51.8975
4,04/18/2022,0,.3133003,.3350602,.3289617,.3327692,.3366581,55.3817
4,04/19/2022,0,.2841118,.308986,.3051538,.3139776,.3240062,57.8291
4,04/20/2022,0,.2942877,.3071862,.3085813,.3054915,.3076599,58.1987
4,04/21/2022,0,.2979655,.3124862,.3024526,.3106144,.3212648,57.7712
4,04/22/2022,0,.3033382,.3007363,.3010431,.3189877,.3129945,55.3094
4,04/23/2022,0,.3113975,.3177806,.3062434,.3127974,.3155992,57.1412
4,04/24/2022,0,.3127348,.3340518,.3112151,.3139025,.3245143,57.677
4,04/25/2022,0,.2986572,.3124462,.3016827,.3082234,.3129001,57.6812
4,04/26/2022,0,.2956298,.3072459,.2897247,.3187853,.3154255,55.6826
4,04/27/2022,0,.299145,.3094591,.3030264,.3128049,.3103449,53.7509
4,04/28/2022,0,.3097294,.3163344,.3034002,.3255108,.3299505,54.1268
4,04/29/2022,0,.3088799,.3029148,.3161139,.3205992,.322625,56.5619
4,04/30/2022,0,.3374178,.3189217,.3062564,.308562,.3215388,57.2111
4,05/01/2022,0,.3785785,.3237028,.3175905,.3292444,.3267834,56.972
4,05/02/2022,0,.3157757,.3076731,.3199106,.3186465,.3221051,55.5995
4,05/03/2022,0,.3048633,.3020916,.3125925,.3135133,.3115549,59.6405
4,05/04/2022,0,.2831962,.3009999,.3003964,.3128128,.3142155,58.7108
4,05/05/2022,0,.2900423,.2890937,.3055702,.3100113,.318649,57.5426
4,05/06/2022,0,.3110668,.2926263,.2986966,.3099652,.3137865,61.1699
4,05/07/2022,0,.3044333,.3072093,.3080281,.3024805,.3100798,57.4058
4,05/08/2022,0,.321579,.3351643,.3281875,.32284,.3126436,53.9309
4,05/09/2022,0,.3249038,.3145769,.3276007,.3322215,.3364378,52.9598
4,05/10/2022,0,.313196,.3155571,.3197621,.3240777,.3275656,52.661
4,05/11/2022,0,.31031,.3146778,.3211767,.3228963,.3284883,53.807
4,05/12/2022,0,.3225843,.3042742,.307252,.321618,.3170311,55.5293
4,05/13/2022,0,.313749,.2989118,.3022956,.3109856,.3105044,60.4643
4,05/14/2022,0,.3118417,.3098538,.2966399,.3143773,.3060949,62.0333
4,05/15/2022,0,.3062553,.3285592,.3121689,.3171761,.3103355,58.4705
4,05/16/2022,0,.292644,.3116812,.3060555,.3129342,.3051344,57.2162
4,05/17/2022,0,.2710678,.291941,.298835,.3157609,.3117446,57.5387
4,05/18/2022,0,.2684732,.3024902,.2970515,.3079316,.3169057,62.9828
4,05/19/2022,0,.3006852,.2951987,.2917378,.312929,.3133605,62.2079
4,05/20/2022,0,.2868457,.2974726,.289815,.3065327,.2989714,60.7124
4,05/21/2022,0,.2971578,.2929423,.3116414,.3060794,.3132184,59.8355
4,05/22/2022,0,.2980853,.3085847,.3122291,.3168752,.3123315,59.0351
4,05/23/2022,0,.2842083,.3003657,.2994698,.3137111,.3091421,60.8441
4,05/24/2022,0,.3081652,.3119602,.2995055,.3238866,.3255982,67.9688
4,05/25/2022,0,.3040643,.3060141,.3013317,.3324531,.3242128,66.6044
4,05/26/2022,0,.2893748,.2936055,.2933091,.3046457,.3134629,60.6797
4,05/27/2022,0,.2948073,.2929731,.2876221,.2971147,.2971555,60.4388
4,05/28/2022,0,.2892767,.3007559,.292889,.3009478,.306489,61.0244
4,05/29/2022,0,.3059503,.3006817,.2996033,.3014858,.3145443,59.7071
4,05/30/2022,0,.2949787,.3170094,.3034536,.3043387,.3175744,58.7807
4,05/31/2022,0,.2729863,.3003845,.2892755,.3107162,.3174127,61.232
4,06/01/2022,0,.2884115,.3027188,.2886386,.3059667,.317269,61.6148
4,06/02/2022,0,.289442,.2986165,.2951665,.3084962,.3092989,60.5942
4,06/03/2022,0,.3087088,.2891287,.299959,.3086989,.3041131,61.5638
4,06/04/2022,0,.2968202,.3126351,.2933139,.3078538,.3053445,63.5993
4,06/05/2022,0,.302023,.3266123,.3057118,.3186907,.3192476,66.6062
4,06/06/2022,0,.3116802,.2936373,.2933237,.3217187,.3199222,61.9241
4,06/07/2022,0,.2911825,.2962325,.2879688,.3118875,.3018853,60.5954
4,06/08/2022,0,.3233028,.2921675,.2769096,.3168864,.3102068,63.2372
4,06/09/2022,0,.3191695,.29761,.2846644,.3213149,.3205113,66.6779
4,06/10/2022,0,.3376647,.3093504,.3121086,.3463266,.3390504,72.6521
4,06/11/2022,0,.3493115,.3296285,.315719,.3508891,.3586366,70.3733
4,06/12/2022,0,.3415565,.3218743,.3058048,.3376071,.3261111,65.1611
4,06/13/2022,0,.3233653,.2956305,.2859425,.3173925,.3161329,62.0267
4,06/14/2022,0,.3190245,.3005714,.2929413,.3105529,.3172307,65.0933
4,06/15/2022,0,.3229543,.3069391,.2918542,.3090456,.3201985,62.3399
4,06/16/2022,0,.3265353,.2976333,.287261,.3036242,.314192,60.1292
4,06/17/2022,0,.3315503,.2922395,.2871203,.3023399,.3065758,59.7809
4,06/18/2022,0,.3309382,.3068694,.2928554,.2990683,.30124,59.9375
4,06/19/2022,0,.3352658,.3182701,.2919396,.3061652,.3100305,62.2643
4,06/20/2022,0,.339169,.3194059,.2952276,.3304533,.3294454,66.5285
4,06/21/2022,0,.3724292,.3277744,.3266819,.365396,.3563606,77.2451
4,06/22/2022,0,.3330642,.3289237,.3280281,.3591499,.3591352,69.458
4,06/23/2022,0,.3185772,.3054444,.3086553,.3455521,.3536423,65.2373
4,06/24/2022,0,.3222115,.3053966,.3064919,.3245779,.319598,64.0274
4,06/25/2022,0,.3229538,.3156367,.2922789,.3185395,.3289513,62.7338
4,06/26/2022,0,.3314652,.3236312,.294312,.3265632,.3175054,61.5272
4,06/27/2022,0,.3159585,.307141,.2917596,.3206873,.3207135,61.6298
4,06/28/2022,0,.3137367,.3013447,.2865048,.3185983,.3102142,63.4343
4,06/29/2022,0,.2953206,.3122049,.2786205,.3107515,.3184209,60.3395
4,06/30/2022,0,.2760583,.3090537,.2840064,.3151411,.3145921,58.1642
4,07/01/2022,0,.2848158,.3018397,.2894063,.3116417,.3150421,58.685
4,07/02/2022,0,.3049815,.3174787,.305647,.3100469,.3140151,58.3907
4,07/03/2022,0,.2952275,.3146836,.2946552,.2992062,.2958573,59.1131
4,07/04/2022,0,.3995038,.3095166,.296425,.304538,.3209544,65.2601
4,07/05/2022,0,.2797097,.3012038,.3003505,.3133146,.328121,67.8572
4,07/06/2022,0,.3011882,.3132367,.2928942,.3137041,.3282427,65.7059
4,07/07/2022,0,.2882778,.3006082,.2969394,.3043999,.3276936,63.6854
4,07/08/2022,0,.2893547,.2948664,.2895845,.3076788,.3267627,63.3353
4,07/09/2022,0,.315842,.3082024,.297208,.3054581,.3185728,63.3068
4,07/10/2022,0,.3250787,.327415,.3103597,.3280288,.322998,65.915
4,07/11/2022,0,.2953487,.3171168,.3114203,.3379305,.3329565,65.2982
4,07/12/2022,0,.2924615,.304341,.2968921,.3160545,.3180257,64.6259
4,07/13/2022,0,.2858765,.3019804,.2921368,.3081346,.3286199,64.4378
4,07/14/2022,0,.2903303,.3044184,.2868815,.3099985,.3127795,63.0746
4,07/15/2022,0,.3030933,.2944446,.286754,.3110685,.321277,61.8077
4,07/16/2022,0,.3026297,.3138491,.2964175,.3150273,.3204509,63.4463
4,07/17/2022,0,.3271817,.3105916,.3108822,.3252756,.323112,63.6311
4,07/18/2022,0,.3225877,.3001128,.3059528,.321106,.3207552,64.9157
4,07/19/2022,0,.2899042,.3084155,.2954723,.3151796,.3186872,61.6028
4,07/20/2022,0,.3030677,.3038448,.295927,.3062219,.3179407,60.5696
4,07/21/2022,0,.2816577,.3023966,.3012063,.3036577,.3155473,60.458
4,07/22/2022,0,.3066495,.2989838,.295442,.2994476,.3162519,62.4554
4,07/23/2022,0,.2860968,.3176877,.3004392,.3032303,.3084361,60.1628
4,07/24/2022,0,.2925558,.3142041,.3021754,.3122934,.3244443,60.5435
4,07/25/2022,0,.2945182,.3090108,.2968685,.3105245,.3213779,61.5326
